Reverse Journal Entry,Сторнирующая запись в журнале,
Review Invitation Sent,Приглашение на рассмотрение отправлено,
Review and Action,Проверка и действие,
Rooms Booked,Забронированные номера,
Root Company,Головная компания,
Root Type,Корневой тип,
Root Type is mandatory,Корневой тип обязателен,
Root cannot be edited.,Корневой элемент нельзя редактировать.,
Root cannot have a parent cost center,Корневой элемент не может иметь родительский ЦФО,
Round Off,Округление,
Rounded Total,Итого с округлением,
Route,Маршрут,
Row # {0}: ,Строка № {0}: ,
Row # {0}: Batch No must be same as {1} {2},Строка № {0}: Номер партии должен совпадать с {1} {2},
Row # {0}: Cannot return more than {1} for Item {2},Строка № {0}: Нельзя вернуть больше {1} для позиции {2},
Row # {0}: Rate cannot be greater than the rate used in {1} {2},Строка № {0}: Ставка не может быть выше ставки в {1} {2},
Row # {0}: Serial No is mandatory,Строка № {0}: Серийный номер обязателен,
Row # {0}: Serial No {1} does not match with {2} {3},Строка № {0}: Серийный номер {1} не соответствует {2} {3},
Row #{0} (Payment Table): Amount must be negative,Строка №{0} (таблица платежей): Сумма должна быть отрицательной,
Row #{0} (Payment Table): Amount must be positive,Строка №{0} (таблица платежей): Сумма должна быть положительной,
Row #{0}: Account {1} does not belong to company {2},Строка №{0}: Счет {1} не принадлежит компании {2},
Row #{0}: Allocated Amount cannot be greater than outstanding amount.,Строка №{0}: Распределенная сумма не может превышать остаток.,
"Row #{0}: Asset {1} cannot be submitted, it is already {2}",Строка №{0}: Актив {1} нельзя провести - он уже {2},
Row #{0}: Cannot set Rate if amount is greater than billed amount for Item {1}.,Строка №{0}: Нельзя установить ставку если сумма больше суммы счета для позиции {1}.,
Row #{0}: Clearance date {1} cannot be before Cheque Date {2},Строка №{0}: Дата клиринга {1} не может быть раньше даты чека {2},
Row #{0}: Duplicate entry in References {1} {2},Строка №{0}: Дублирующаяся запись в ссылках {1} {2},
Row #{0}: Expected Delivery Date cannot be before Purchase Order Date,Строка №{0}: Ожидаемая дата поставки не может быть раньше даты заказа,
Row #{0}: Item added,Строка №{0}: Позиция добавлена,
Row #{0}: Journal Entry {1} does not have account {2} or already matched against another voucher,Строка №{0}: Проводка {1} не имеет счета {2} или уже сопоставлена с другим документом,
Row #{0}: Not allowed to change Supplier as Purchase Order already exists,Строка №{0}: Нельзя изменить поставщика - заказ уже существует,
Row #{0}: Please set reorder quantity,Строка №{0}: Укажите количество для дозаказа,
Row #{0}: Please specify Serial No for Item {1},Строка №{0}: Укажите серийный номер для позиции {1},
Row #{0}: Qty increased by 1,Строка №{0}: Количество увеличено на 1,
Row #{0}: Rate must be same as {1}: {2} ({3} / {4}),Строка №{0}: Ставка должна совпадать с {1}: {2} ({3} / {4}),
Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,Строка №{0}: Тип документа-основания должен быть Авансовый отчет или Проводка,
"Row #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry",Строка №{0}: Тип документа-основания должен быть Заказ на закупку | Счет на закупку | Проводка,
Row #{0}: Rejected Qty can not be entered in Purchase Return,Строка №{0}: Отклоненное количество нельзя вводить в возврат закупки,
Row #{0}: Rejected Warehouse is mandatory against rejected Item {1},Строка №{0}: Склад брака обязателен для отклоненной позиции {1},
Row #{0}: Reqd by Date cannot be before Transaction Date,Строка №{0}: Требуемая дата не может быть раньше даты операции,
Row #{0}: Set Supplier for item {1},Строка №{0}: Укажите поставщика для позиции {1},
Row #{0}: Status must be {1} for Invoice Discounting {2},Строка №{0}: Статус должен быть {1} для дисконтирования счета {2},
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches",Строка №{0}: В партии {1} только {2} шт. Выберите другую партию с доступным количеством {3} или разделите строку для отгрузки из разных партий,
Row #{0}: Timings conflicts with row {1},Строка №{0}: Время конфликтует со строкой {1},
Row #{0}: {1} can not be negative for item {2},Строка №{0}: {1} не может быть отрицательным для позиции {2},
Row No {0}: Amount cannot be greater than Pending Amount against Expense Claim {1}. Pending Amount is {2},Строка №{0}: Сумма не может превышать остаток по авансовому отчету {1}. Остаток: {2},
Row {0} : Operation is required against the raw material item {1},Строка {0}: Требуется операция для сырья {1},
Row {0}# Item {1} cannot be transferred more than {2} against Purchase Order {3},Строка {0}# Позицию {1} нельзя передать больше {2} по заказу {3},
Row {0}: Activity Type is mandatory.,Строка {0}: Тип активности обязателен.,
Row {0}: Advance against Customer must be credit,Строка {0}: Аванс от клиента должен быть по кредиту,
Row {0}: Advance against Supplier must be debit,Строка {0}: Аванс поставщику должен быть по дебету,
Row {0}: Allocated amount {1} must be less than or equals to Payment Entry amount {2},Строка {0}: Распределенная сумма {1} должна быть меньше или равна сумме платежа {2},
Row {0}: Allocated amount {1} must be less than or equals to invoice outstanding amount {2},Строка {0}: Распределенная сумма {1} должна быть меньше или равна остатку по счету {2},
Row {0}: An Reorder entry already exists for this warehouse {1},Строка {0}: Запись о дозаказе уже существует для склада {1},
Row {0}: Bill of Materials not found for the Item {1},Строка {0}: Спецификация не найдена для позиции {1},
Row {0}: Conversion Factor is mandatory,Строка {0}: Коэффициент пересчета обязателен,
Row {0}: Cost center is required for an item {1},Строка {0}: ЦФО обязателен для позиции {1},
Row {0}: Credit entry can not be linked with a {1},Строка {0}: Кредитовая проводка не может быть связана с {1},
Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},Строка {0}: Валюта спецификации №{1} должна совпадать с выбранной валютой {2},
Row {0}: Debit entry can not be linked with a {1},Строка {0}: Дебетовая проводка не может быть связана с {1},
Row {0}: Depreciation Start Date is required,Строка {0}: Дата начала амортизации обязательна,
Row {0}: Enter location for the asset item {1},Строка {0}: Укажите местоположение для актива {1},
Row {0}: Exchange Rate is mandatory,Строка {0}: Обменный курс обязателен,
Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,Строка {0}: Ожидаемая стоимость после срока службы должна быть меньше общей суммы покупки,
Row {0}: From Time and To Time is mandatory.,Строка {0}: Время начала и окончания обязательны.,
Row {0}: From Time and To Time of {1} is overlapping with {2},Строка {0}: Время начала и окончания {1} пересекается с {2},
Row {0}: From time must be less than to time,Строка {0}: Время начала должно быть меньше времени окончания,
Row {0}: Hours value must be greater than zero.,Строка {0}: Количество часов должно быть больше нуля.,
Row {0}: Invalid reference {1},Строка {0}: Недопустимая ссылка {1},
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},Строка {0}: Контрагент/счет не соответствует {1} / {2} в {3} {4},
Row {0}: Party Type and Party is required for Receivable / Payable account {1},Строка {0}: Тип и наименование контрагента обязательны для счета деб./кред. задолженности {1},
Row {0}: Payment against Sales/Purchase Order should always be marked as advance,Строка {0}: Платеж по заказу на продажу/закупку должен быть отмечен как авансовый,
Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,Строка {0}: Отметьте 'Авансовый платеж' для счета {1} если это авансовая проводка.,
Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges,Строка {0}: Укажите причину освобождения от налогов в разделе налогов и сборов,
Row {0}: Please set the Mode of Payment in Payment Schedule,Строка {0}: Укажите способ оплаты в графике платежей,
Row {0}: Please set the correct code on Mode of Payment {1},Строка {0}: Укажите правильный код для способа оплаты {1},
Row {0}: Qty is mandatory,Строка {0}: Количество обязательно,
Row {0}: Quality Inspection rejected for item {1},Строка {0}: Контроль качества не пройден для позиции {1},
Row {0}: UOM Conversion Factor is mandatory,Строка {0}: Коэффициент пересчета единиц измерения обязателен,
Row {0}: select the workstation against the operation {1},Строка {0}: Выберите рабочий центр для операции {1},
Row {0}: {1} Serial numbers required for Item {2}. You have provided {3}.,Строка {0}: Требуется {1} серийных номеров для позиции {2}. Вы указали {3}.,
Row {0}: {1} must be greater than 0,Строка {0}: {1} должно быть больше 0,
Row {0}: {1} {2} does not match with {3},Строка {0}: {1} {2} не соответствует {3},
Row {0}:Start Date must be before End Date,Строка {0}: Дата начала должна быть раньше даты окончания,
Rows with duplicate due dates in other rows were found: {0},Найдены строки с дублирующимися сроками: {0},
Rules for adding shipping costs.,Правила добавления стоимости доставки.,
Rules for applying pricing and discount.,Правила применения цен и скидок.,
S.O. No.,№ заказа,
SGST Amount,Сумма SGST,
SO Qty,Количество по заказу,
Safety Stock,Страховой запас,
Salary,Зарплата,
Salary Slip submitted for period from {0} to {1},Расчетный лист подан за период с {0} по {1},
Salary Structure must be submitted before submission of Tax Ememption Declaration,Структура зарплаты должна быть подана до подачи декларации об освобождении от налогов,
Sales,Продажи,
Sales Account,Счет продаж,
Sales Expenses,Расходы на продажи,
Sales Funnel,Воронка продаж,
Sales Invoice,Счет на продажу,
Sales Invoice {0} has already been submitted,Счет на продажу {0} уже проведен,
Sales Invoice {0} must be cancelled before cancelling this Sales Order,Счет {0} должен быть отменен до отмены заказа на продажу,
Sales Manager,Менеджер по продажам,
Sales Master Manager,Руководитель отдела продаж,
Sales Order,Заказ на продажу,
Sales Order Item,Позиция заказа на продажу,
Sales Order required for Item {0},Требуется заказ на продажу для позиции {0},
Sales Order to Payment,От заказа к оплате,
Sales Order {0} is not submitted,Заказ на продажу {0} не проведен,
Sales Order {0} is not valid,Заказ на продажу {0} недействителен,
Sales Order {0} is {1},Заказ на продажу {0} имеет статус {1},
Sales Orders,Заказы на продажу,
Sales Partner,Партнер по продажам,
Sales Pipeline,Воронка продаж,
Sales Price List,Прайс-лист продаж,
Sales Return,Возвраты продаж,
Sales Summary,Сводка по продажам,
Sales Tax Template,Шаблон налога с продаж,
Sales Team,Отдел продаж,
Sales User,Менеджер по продажам,
Sales and Returns,Продажи и возвраты,
Sales campaigns.,Маркетинговые кампании.,
Sales orders are not available for production,Заказы на продажу недоступны для производства,
Salutation,Обращение,
Same Company is entered more than once,Компания указана более одного раза,
Same item cannot be entered multiple times.,Одну позицию нельзя указывать несколько раз.,
Same supplier has been entered multiple times,Поставщик указан несколько раз,
Sample Collection,Сбор образцов,
Sample quantity {0} cannot be more than received quantity {1},Количество образцов {0} не может превышать полученное количество {1},
Sanctioned,Утвержденные,
Sand,Песок,
Saturday,Суббота,
Saving {0},Сохранение {0},
Scan Barcode,Сканировать штрихкод,
Schedule,График,
Schedule Admission,График приема,
Schedule Course,График курса,
Schedule Date,Плановая дата,
Schedule Discharge,График выписки,
Scheduled,Запланировано,
Scheduled Upto,Запланировано до,
"Schedules for {0} overlaps, do you want to proceed after skiping overlaped slots ?",Графики для {0} пересекаются. Продолжить пропустив пересекающиеся интервалы?,
Score cannot be greater than Maximum Score,Оценка не может превышать максимальный балл,
Scorecards,Оценочные карты,
Scrapped,Списанный,
Search,Поиск,
Search Results,Результаты поиска,
Search Sub Assemblies,Поиск подсборок,
"Search by item code, serial number, batch no or barcode",Поиск по коду позиции | серийному номеру | номеру партии | штрихкоду,
"Seasonality for setting budgets, targets etc.",Сезонность для настройки бюджетов и целей,
Secret Key,Секретный ключ,
Secretary,Секретарь,
Section Code,Код раздела,
Secured Loans,Обеспеченные кредиты,
Securities & Commodity Exchanges,Фондовые и товарные биржи,
Securities and Deposits,Ценные бумаги и депозиты,
See All Articles,Показать все статьи,
See all open tickets,Показать все открытые заявки,
See past orders,Показать прошлые заказы,
See past quotations,Показать прошлые предложения,
Select,Выбрать,
Select Alternate Item,Выбрать альтернативную позицию,
Select Attribute Values,Выбрать значения атрибутов,
Select BOM,Выбрать спецификацию,
Select BOM and Qty for Production,Выбрать спецификацию и количество для производства,
"Select BOM, Qty and For Warehouse",Выбрать спецификацию | количество | склад,
Select Batch,Выбрать партию,
Select Batch Numbers,Выбрать номера партий,
Select Brand...,Выбрать бренд...,
Select Company,Выбрать организацию,
Select Company...,Выбрать организацию...,
Select Customer,Выбрать клиента,
Select Days,Выбрать дни,
Select Default Supplier,Выбрать поставщика по умолчанию,
Select DocType,Выбрать тип документа,
Select Fiscal Year...,Выбрать финансовый год...,
Select Item (optional),Выбрать позицию (необязательно),
Select Items based on Delivery Date,Выбрать позиции по дате доставки,
Select Items to Manufacture,Выбрать позиции для производства,
Select Loyalty Program,Выбрать программу лояльности,
Select Patient,Выбрать пациента,
Select Possible Supplier,Выбрать возможного поставщика,
Select Quantity,Выбрать количество,
Select Serial Numbers,Выбрать серийные номера,
Select Target Warehouse,Выбрать целевой склад,
Select Warehouse...,Выбрать склад...,
Select an account to print in account currency,Выбрать счет для печати в валюте счета,
Select at least one value from each of the attributes.,Выберите минимум одно значение для каждого атрибута.,
Select change amount account,Выбрать счет изменения суммы,
Select company first,Сначала выберите организацию,
Select students manually for the Activity based Group,Выбрать студентов вручную для группы по видам деятельности,
Select the customer or supplier.,Выберите клиента или поставщика.,
Select the nature of your business.,Выберите направление вашего бизнеса.,
Select the program first,Сначала выберите программу,
Select to add Serial Number.,Выберите для добавления серийного номера.,
Select your Domains,Выберите ваши сферы деятельности,
Selected Price List should have buying and selling fields checked.,В выбранном прайс-листе должны быть отмечены поля покупки и продажи.,
Sell,Продать,
Selling,Продажи,
Selling Amount,Сумма продажи,
Selling Price List,Прайс-лист продаж,
Selling Rate,Цена продажи,
"Selling must be checked, if Applicable For is selected as {0}",Продажа должна быть отмечена если выбрано Применимо для {0},
Send Grant Review Email,Отправить email о рассмотрении гранта,
Send Now,Отправить сейчас,
Send SMS,Отправить SMS,
Send mass SMS to your contacts,Отправить массовую SMS-рассылку контактам,
Sensitivity,Чувствительность,
Sent,Отправлено,
Serial No and Batch,Серийный номер и партия,
Serial No is mandatory for Item {0},Серийный номер обязателен для позиции {0},
Serial No {0} does not belong to Batch {1},Серийный номер {0} не принадлежит партии {1},
Serial No {0} does not belong to Delivery Note {1},Серийный номер {0} не принадлежит накладной {1},
Serial No {0} does not belong to Item {1},Серийный номер {0} не принадлежит позиции {1},
Serial No {0} does not belong to Warehouse {1},Серийный номер {0} не принадлежит складу {1},
Serial No {0} does not belong to any Warehouse,Серийный номер {0} не принадлежит ни одному складу,
Serial No {0} does not exist,Серийный номер {0} не существует,
Serial No {0} has already been received,Серийный номер {0} уже получен,
Serial No {0} is under maintenance contract upto {1},Серийный номер {0} находится на сервисном обслуживании до {1},
Serial No {0} is under warranty upto {1},Серийный номер {0} на гарантии до {1},
Serial No {0} not found,Серийный номер {0} не найден,
Serial No {0} not in stock,Серийный номер {0} отсутствует на складе,
Serial No {0} quantity {1} cannot be a fraction,Количество {1} для серийного номера {0} не может быть дробным,
Serial Nos Required for Serialized Item {0},Требуются серийные номера для позиции {0},
Serial Number: {0} is already referenced in Sales Invoice: {1},Серийный номер {0} уже используется в счете {1},
Serial Numbers,Серийные номера,
Serial Numbers in row {0} does not match with Delivery Note,Серийные номера в строке {0} не соответствуют накладной,
Serial no {0} has been already returned,Серийный номер {0} уже возвращен,
Serial number {0} entered more than once,Серийный номер {0} введен более одного раза,
Serialized Inventory,Серийный учет,
Series Updated,Нумерация обновлена,
Series Updated Successfully,Нумерация успешно обновлена,
Series is mandatory,Нумерация обязательна,
Service,Услуга,
Service Level Agreement,Соглашение об уровне сервиса,
Service Level Agreement.,Соглашение об уровне сервиса.,
Service Level.,Уровень сервиса.,
Service Stop Date cannot be after Service End Date,Дата остановки не может быть позже даты окончания услуги,
Service Stop Date cannot be before Service Start Date,Дата остановки не может быть раньше даты начала услуги,
Services,Услуги,
"Set Default Values like Company, Currency, Current Fiscal Year, etc.",Установить значения по умолчанию: организация | валюта | финансовый год,
Set Details,Указать детали,
Set New Release Date,Установить новую дату выпуска,
Set Project and all Tasks to status {0}?,Установить проекту и всем задачам статус {0}?,
Set Status,Установить статус,
Set Tax Rule for shopping cart,Установить налоговое правило для корзины,
Set as Closed,Установить статус Закрыт,
Set as Completed,Установить статус Завершен,
Set as Lost,Установить статус Потерян,
Set as Open,Установить статус Открыт,
Set default inventory account for perpetual inventory,Установить счет по умолчанию для непрерывного учета,
Set this if the customer is a Public Administration company.,Отметьте если клиент является государственным учреждением.,
Set {0} in asset category {1} or company {2},Установите {0} в категории активов {1} или организации {2},
"Setting Events to {0}, since the Employee attached to the below Sales Persons does not have a User ID{1}",Установка событий для {0}: сотрудник привязанный к указанным менеджерам не имеет ID пользователя {1},
Setting defaults,Установка значений по умолчанию,
Setting up Email,Настройка email,
Setting up Email Account,Настройка учетной записи email,
Setting up Employees,Настройка сотрудников,
Setting up Taxes,Настройка налогов,
Setting up company,Настройка организации,
Settings,Настройки,
"Settings for online shopping cart such as shipping rules, price list etc.",Настройки интернет-магазина: правила доставки | прайс-лист,
Settings for website homepage,Настройки главной страницы сайта,
Settings for website product listing,Настройки каталога товаров на сайте,
Settled,Урегулировано,
Setup Gateway accounts.,Настройка платежных шлюзов.,
Setup SMS gateway settings,Настройка SMS-шлюза,
Setup cheque dimensions for printing,Настройка размеров печати чеков,
Setup default values for POS Invoices,Настройка значений по умолчанию для чеков ККМ,
Setup mode of POS (Online / Offline),Режим работы ККМ (онлайн/офлайн),
Setup your Institute in ERPNext,Настройка вашей организации в ERPNext,
Share Balance,Баланс акций,
Share Ledger,Журнал операций с акциями,
Share Management,Управление акциями,
Share Transfer,Передача акций,
Share Type,Тип акций,
Shareholder,Акционер,
Ship To State,Регион доставки,
Shipments,Отгрузки,
Shipping Address,Адрес доставки,
"Shipping Address does not have country, which is required for this Shipping Rule",В адресе доставки не указана страна необходимая для данного правила,
Shipping rule only applicable for Buying,Правило доставки применимо только для закупок,
Shipping rule only applicable for Selling,Правило доставки применимо только для продаж,
Shopify Supplier,Поставщик Shopify,
Shopping Cart,Корзина,
Shopping Cart Settings,Настройки корзины,
Short Name,Краткое наименование,
Shortage Qty,Количество нехватки,
Show Completed,Показать завершенные,
Show Cumulative Amount,Показать накопительный итог,
Show Open,Показать открытые,
Show Opening Entries,Показать начальные остатки,
Show Payment Details,Показать детали платежа,
Show Return Entries,Показать возвраты,
Show Variant Attributes,Показать атрибуты вариантов,
Show Variants,Показать варианты,
Show closed,Показать закрытые,
Show exploded view,Показать развернутый вид,
Show only POS,Показать только ККМ,
Show unclosed fiscal year's P&L balances,Показать баланс ОПУ незакрытого финансового года,
Show zero values,Показать нулевые значения,
Silt,Ил,
Single Variant,Единственный вариант,
Single unit of an Item.,Единица измерения позиции.,
"Skipping Leave Allocation for the following employees, as Leave Allocation records already exists against them. {0}",Пропуск распределения отпусков: записи уже существуют для следующих сотрудников {0},
Slideshow,Слайд-шоу,
Slots for {0} are not added to the schedule,Интервалы для {0} не добавлены в расписание,
Small,Малый,
Soap & Detergent,Моющие средства,
Software,Программное обеспечение,
Software Developer,Разработчик ПО,
Softwares,Программное обеспечение,
Soil compositions do not add up to 100,Состав почвы в сумме не равен 100,
Sold,Продано,
Some emails are invalid,Некоторые email-адреса некорректны,
Some information is missing,Отсутствует часть информации,
Something went wrong!,Произошла ошибка!,
"Sorry, Serial Nos cannot be merged",Серийные номера нельзя объединить,
Source,Источник,
Source Name,Наименование источника,
Source Warehouse,Склад-источник,
Source and Target Location cannot be same,Исходное и целевое местоположение должны различаться,
Source and target warehouse cannot be same for row {0},Склад-источник и склад-получатель должны различаться в строке {0},
Source and target warehouse must be different,Склад-источник и склад-получатель должны различаться,
Source of Funds (Liabilities),Источники финансирования (обязательства),
Source warehouse is mandatory for row {0},Склад-источник обязателен для строки {0},
Specified BOM {0} does not exist for Item {1},Спецификация {0} не существует для позиции {1},
Split,Разделить,
Split Batch,Разделить партию,
Split Issue,Разделить выпуск,
Sports,Спорт,
Standard Buying,Стандартная закупка,
Standard Selling,Стандартная продажа,
Standard contract terms for Sales or Purchase.,Стандартные условия договоров купли-продажи.,
Start Date,Дата начала,
Start Date of Agreement can't be greater than or equal to End Date.,Дата начала договора не может быть позже или равна дате окончания.,
Start Year,Год начала,
Start date should be less than end date for Item {0},Дата начала должна быть раньше даты окончания для позиции {0},
Start date should be less than end date for task {0},Дата начала должна быть раньше даты окончания для задачи {0},
Start day is greater than end day in task '{0}',Дата начала позже даты окончания в задаче '{0}',
Start on,Начать с,
State,Регион,
State/UT Tax,Региональный налог,
Statement of Account,Выписка по счету,
Status must be one of {0},Статус должен быть одним из {0},
Stock,Склад,
Stock Adjustment,Корректировка запасов,
Stock Analytics,Складская аналитика,
Stock Assets,Складские активы,
Stock Available,В наличии,
Stock Balance,Остаток на складе,
Stock Entries already created for Work Order ,Складские операции уже созданы для производственного заказа,
Stock Entry,Складская операция,
Stock Entry {0} created,Создана складская операция {0},
Stock Entry {0} is not submitted,Складская операция {0} не проведена,
Stock Expenses,Складские расходы,
Stock In Hand,Товары в наличии,
Stock Items,Складские позиции,
Stock Ledger,Складской журнал,
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,Складские и бухгалтерские проводки обновлены для выбранных приходных накладных,
Stock Levels,Уровни запасов,
Stock Liabilities,Складские обязательства,
Stock Qty,Складское кол-во,
Stock Received But Not Billed,Товары получены без счета,
Stock Reports,Складские отчеты,
Stock Summary,Сводка по складу,
Stock Transactions,Складские операции,
Stock UOM,Складская единица измерения,
Stock Value,Стоимость запасов,
Stock balance in Batch {0} will become negative {1} for Item {2} at Warehouse {3},Остаток в партии {0} станет отрицательным {1} для позиции {2} на складе {3},
Stock cannot be updated against Delivery Note {0},Нельзя обновить запасы по накладной {0},
Stock cannot be updated against Purchase Receipt {0},Нельзя обновить запасы по приходной накладной {0},
Stock cannot exist for Item {0} since has variants,Нельзя вести складской учет для позиции {0} с вариантами,
Stock transactions before {0} are frozen,Складские операции до {0} заблокированы,
Stop,Остановить,
Stopped,Остановлено,
"Stopped Work Order cannot be cancelled, Unstop it first to cancel",Остановленный производственный заказ нельзя отменить. Сначала возобновите его,
Stores,Магазины,
Student,Студент,
Student Activity,Активность студента,
Student Address,Адрес студента,
Student Admissions,Прием студентов,
Student Attendance,Посещаемость студента,
"Student Batches help you track attendance, assessments and fees for students",Группы студентов помогают отслеживать посещаемость оценки и оплату,
Student Email Address,Email студента,
Student Email ID,Email ID студента,
Student Group,Группа студентов,
Student Group Strength,Численность группы,
Student Group is already updated.,Группа студентов уже обновлена.,
Student Group: ,Группа студентов: ,
Student ID,ID студента,
Student ID: ,ID студента: ,
Student LMS Activity,Активность студента в LMS,
Student Mobile No.,Моб. телефон студента,
Student Name,Имя студента,
Student Name: ,Имя студента: ,
Student Report Card,Зачетная карточка студента,
Student is already enrolled.,Студент уже зачислен.,
Student {0} - {1} appears Multiple times in row {2} & {3},Студент {0} - {1} встречается несколько раз в строках {2} и {3},
Student {0} does not belong to group {1},Студент {0} не принадлежит группе {1},
Student {0} exist against student applicant {1},Студент {0} уже существует для абитуриента {1},
"Students are at the heart of the system, add all your students",Студенты - основа системы. Добавьте всех своих студентов,
Sub Assemblies,Подсборки,
Sub Type,Подтип,
Sub-contracting,Субподряд,
Subcontract,Субподряд,
Subject,Тема,
Submit,Провести,
Submit this Work Order for further processing.,Проведите производственный заказ для дальнейшей обработки.,
Subscription,Подписка,
Subscription Management,Управление подписками,
Subscriptions,Подписки,
Subtotal,Подытог,
Successful,Успешно,
Successfully Reconciled,Сверка выполнена успешно,
Successfully Set Supplier,Поставщик установлен успешно,
Successfully created payment entries,Платежные операции созданы успешно,
Successfully deleted all transactions related to this company!,Все операции связанные с этой организацией удалены успешно!,
Sum of Scores of Assessment Criteria needs to be {0}.,Сумма баллов по критериям оценки должна быть {0}.,
Sum of points for all goals should be 100. It is {0},Сумма баллов по всем целям должна быть 100. Сейчас: {0},
Summary,Сводка,
Summary for this month and pending activities,Сводка за месяц и ожидающие действия,
Summary for this week and pending activities,Сводка за неделю и ожидающие действия,
Sunday,Воскресенье,
Suplier,Поставщик,
Supplier,Поставщик,
Supplier Group,Группа поставщиков,
Supplier Group master.,Справочник групп поставщиков.,
Supplier Id,ID поставщика,
Supplier Invoice Date cannot be greater than Posting Date,Дата счета поставщика не может быть позже даты проводки,
Supplier Invoice No,№ счета поставщика,
Supplier Invoice No exists in Purchase Invoice {0},Номер счета поставщика уже существует в счете на закупку {0},
Supplier Name,Наименование поставщика,
Supplier Part No,Артикул поставщика,
Supplier Quotation,Коммерческое предложение поставщика,
Supplier Scorecard,Оценочная карта поставщика,
Supplier Warehouse mandatory for sub-contracted Purchase Receipt,Склад поставщика обязателен для приходной накладной по субподряду,
Supplier database.,База данных поставщиков.,
Supplier {0} not found in {1},Поставщик {0} не найден в {1},
Supplier(s),Поставщики,
Supplies made to UIN holders,Поставки держателям UIN,
Supplies made to Unregistered Persons,Поставки незарегистрированным лицам,
Suppliies made to Composition Taxable Persons,Поставки плательщикам единого налога,
Supply Type,Тип поставки,
Support,Поддержка,
Support Analytics,Аналитика поддержки,
Support Settings,Настройки поддержки,
Support Tickets,Заявки в поддержку,
Support queries from customers.,Запросы в поддержку от клиентов.,
Susceptible,Подверженный,
Sync has been temporarily disabled because maximum retries have been exceeded,Синхронизация временно отключена из-за превышения лимита попыток,
Syntax error in condition: {0},Ошибка синтаксиса в условии: {0},
Syntax error in formula or condition: {0},Ошибка синтаксиса в формуле или условии: {0},
System Manager,Системный администратор,
TDS Rate %,Ставка TDS %,
Tap items to add them here,Нажмите на позиции для добавления,
Target,Цель,
Target ({}),Цель ({}),
Target On,Цель на,
Target Warehouse,Склад-получатель,
Target warehouse is mandatory for row {0},Склад-получатель обязателен для строки {0},
Task,Задача,
Tasks,Задачи,
Tasks have been created for managing the {0} disease (on row {1}),Созданы задачи для контроля заболевания {0} (строка {1}),
Tax,Налог,
Tax Assets,Налоговые активы,
Tax Category,Налоговая категория,
Tax Category for overriding tax rates.,Налоговая категория для переопределения ставок.,
"Tax Category has been changed to ""Total"" because all the Items are non-stock items",Налоговая категория изменена на 'Итого' т.к. все позиции неcкладские,
Tax ID,ИНН,
Tax Id: ,ИНН: ,
Tax Rate,Ставка налога,
Tax Rule Conflicts with {0},Налоговое правило конфликтует с {0},
Tax Rule for transactions.,Налоговое правило для операций.,
Tax Template is mandatory.,Шаблон налогов обязателен.,
Tax Withholding rates to be applied on transactions.,Ставки налоговых удержаний для операций.,
Tax template for buying transactions.,Шаблон налогов для закупок.,
Tax template for item tax rates.,Шаблон налоговых ставок для позиций.,
Tax template for selling transactions.,Шаблон налогов для продаж.,
Taxable Amount,Налогооблагаемая сумма,
Taxes,Налоги,
Technology,Технологии,
Telecommunications,Телекоммуникации,
Telephone Expenses,Расходы на телефонию,
Television,Телевидение,
Template Name,Название шаблона,
Template of terms or contract.,Шаблон условий или договора.,
Templates of supplier scorecard criteria.,Шаблоны критериев оценки поставщиков.,
Templates of supplier scorecard variables.,Шаблоны показателей оценки поставщиков.,
Templates of supplier standings.,Шаблоны рейтингов поставщиков.,
Temporarily on Hold,Временно приостановлено,
Temporary,Временный,
Temporary Accounts,Временные счета,
Temporary Opening,Временное открытие,
Terms and Conditions,Условия и положения,
Terms and Conditions Template,Шаблон условий и положений,
Territory,Территория,
Thank you for your business!,Благодарим за сотрудничество!,
The 'From Package No.' field must neither be empty nor it's value less than 1.,Поле 'Начиная с упаковки №' должно быть заполнено и быть больше 0.,
The Brand,Бренд,
The Item {0} cannot have Batch,Позиция {0} не может иметь партию,
The Loyalty Program isn't valid for the selected company,Программа лояльности недействительна для выбранной организации,
